muestra,t,M 5A,DUT 30A,
23,11736,66.203,335.165,
24,12269,65.203,334.706,
25,12800,66.697,332.301,
26,13332,66.273,344.360,
27,13863,66.167,341.140,
28,14396,67.306,339.162,
29,14931,65.873,327.829,
30,15465,66.921,346.313,
31,15996,66.327,340.730,
32,16530,65.148,339.968,
33,17060,65.976,331.330,
34,17593,64.438,336.543,
35,18125,65.873,336.755,
36,18658,65.337,341.434,
37,19190,64.818,329.310,
38,19724,65.876,338.811,
39,20255,63.900,328.570,
40,20788,66.116,339.241,
41,21320,66.082,338.753,
42,21853,65.213,335.355,
43,22384,66.303,342.740,
44,22917,64.237,336.205,
45,23449,67.370,339.643,
46,23982,66.193,332.312,
47,24512,66.806,337.083,
48,25050,64.573,331.177,
49,25583,65.277,219.640,
50,26115,66.804,141.066,
51,26648,66.071,141.981,
52,27181,67.233,142.935,
53,27714,66.220,144.204,
muestra,t,M 5A,DUT 30A,
2,538,66.746,139.630,
3,1069,67.198,218.663,
4,1601,68.001,547.728,
5,2133,66.831,551.547,
6,2666,63.376,523.635,
7,3198,65.245,486.197,
8,3731,63.930,572.750,
9,4262,65.142,544.594,
10,4794,64.556,341.919,
11,5326,65.261,344.378,
12,5861,69.071,341.479,
13,6392,66.184,342.592,
14,6925,63.038,341.995,
15,7460,66.850,332.516,
16,7995,67.066,341.470,
17,8526,65.655,334.153,
18,9060,65.464,334.376,
19,9590,66.908,331.389,
20,10123,68.234,330.947,
21,10655,63.383,344.406,
22,11222,66.380,340.502,
23,11767,64.754,335.113,
24,12306,67.395,332.946,
25,12837,65.068,339.633,
26,13371,65.640,333.919,
27,13901,65.437,326.782,
28,14434,65.918,330.383,
29,14966,64.547,337.919,
30,15498,66.163,333.696,
31,16030,65.119,345.732,
32,16564,63.386,343.869,
33,17096,63.729,338.072,
34,17633,65.427,337.323,
35,18166,65.827,336.591,
36,18698,63.785,342.450,
37,19231,65.268,339.108,
38,19763,67.846,331.677,
39,20295,65.708,344.936,
40,20826,66.674,335.828,
41,21359,66.346,337.948,
42,21890,65.776,348.305,
43,22422,66.443,342.465,
44,22952,67.735,334.924,
45,23485,64.181,339.165,
46,24016,65.986,338.874,
47,24549,64.325,343.065,
48,25081,66.997,339.280,
49,25615,67.728,185.996,
50,26147,66.286,143.595,
51,26679,68.845,142.187,
52,27211,65.658,142.460,
muestra,t,M 5A,DUT 30A,
2,538,64.357,143.369,
3,1071,70.154,216.426,
4,1601,63.545,543.943,
5,2135,67.896,559.027,
6,2665,71.884,536.602,
7,3198,62.958,509.130,
8,3729,69.332,566.873,
9,4263,63.986,510.512,
10,4794,64.524,346.154,
11,5328,67.191,342.256,
12,5860,67.323,336.292,
13,6394,64.737,337.791,
14,6925,68.724,334.448,
15,7457,65.387,335.016,
16,7989,66.208,342.602,
17,8521,68.569,345.228,
18,9052,64.628,344.029,
19,9585,65.739,334.424,
20,10117,69.169,334.211,
21,10653,65.157,330.366,
22,11186,65.236,329.507,
23,11717,66.739,342.056,
24,12250,71.225,329.684,
25,12781,67.787,338.648,
26,13315,63.410,344.630,
27,13847,70.778,337.909,
28,14380,61.257,344.698,
29,14911,67.905,339.165,
30,15445,68.857,338.528,
31,15976,71.582,333.414,
32,16528,62.550,337.556,
33,17059,69.855,325.534,
34,17592,68.043,335.297,
35,18123,63.117,334.905,
36,18655,67.048,328.054,
37,19186,64.710,344.737,
38,19721,67.257,346.451,
39,20251,63.345,324.826,
40,20800,69.835,328.817,
41,21333,69.588,339.939,
42,21864,63.663,334.996,
43,22398,73.702,328.729,
44,22929,64.426,348.415,
45,23461,69.011,338.820,
46,23992,68.522,335.703,
47,24560,63.728,333.871,
48,25092,64.032,333.684,
49,25624,64.033,169.774,
50,26157,67.359,143.116,
51,26689,63.900,140.926,
52,27220,65.255,141.707,
muestra,t,M 5A,DUT 30A,
2,537,67.892,134.275,
3,1069,68.981,214.301,
4,1600,65.799,535.958,
5,2133,70.486,558.534,
6,2664,72.545,531.062,
7,3202,71.205,489.105,
8,3736,62.431,565.165,
9,4266,69.236,544.373,
10,4801,65.519,344.480,
11,5332,63.188,333.540,
12,5864,65.705,333.608,
13,6396,65.366,335.529,
14,6929,64.281,337.858,
15,7461,66.758,325.315,
16,7994,66.065,338.394,
17,8526,64.149,346.188,
18,9058,65.770,334.793,
19,9590,63.855,335.122,
20,10121,64.117,336.205,
21,10654,61.878,336.813,
22,11185,65.512,331.510,
23,11716,63.306,343.556,
24,12248,65.870,329.940,
25,12782,66.660,330.918,
26,13313,63.382,341.159,
27,13850,65.156,335.625,
28,14382,65.184,340.845,
29,14914,64.757,348.816,
30,15445,65.881,327.399,
31,15977,66.822,341.489,
32,16511,64.680,326.311,
33,17041,68.883,334.531,
34,17575,64.969,330.628,
35,18105,65.069,330.304,
36,18639,62.196,338.408,
37,19170,68.355,335.819,
38,19703,67.248,331.706,
39,20251,65.439,346.342,
40,20784,66.661,334.240,
41,21315,67.041,328.995,
42,21847,65.493,331.403,
43,22379,66.616,331.628,
44,22911,66.851,332.761,
45,23443,63.720,342.520,
46,23981,64.099,343.963,
47,24515,63.430,340.625,
48,25047,65.239,342.952,
49,25581,66.501,200.146,
50,26112,70.766,144.989,
51,26645,69.800,137.145,
52,27176,68.839,139.955,
53,27707,64.919,140.653,
muestra,t,M 5A,DUT 30A,
2,539,67.228,146.437,
3,1072,68.474,236.266,
4,1604,64.857,545.590,
5,2136,65.205,555.781,
6,2669,66.432,533.835,
7,3201,63.337,486.125,
8,3734,63.572,572.438,
9,4267,65.565,532.748,
10,4799,65.657,333.307,
11,5332,63.979,336.312,
12,5861,64.607,343.451,
13,6392,65.434,340.626,
14,6924,62.064,331.114,
15,7456,64.941,341.510,
16,7987,65.682,353.166,
17,8519,62.615,340.730,
18,9052,63.554,335.258,
19,9583,67.554,336.417,
20,10149,63.362,342.308,
21,10681,64.740,349.104,
22,11213,63.633,339.461,
23,11745,64.769,337.794,
24,12277,66.570,332.097,
25,12809,66.699,330.991,
26,13340,63.673,345.360,
27,13874,65.653,341.242,
28,14406,65.508,335.413,
29,14938,66.060,329.478,
30,15470,66.521,339.748,
31,16002,67.356,330.844,
32,16540,66.521,331.216,
33,17072,66.139,338.078,
34,17604,67.093,333.316,
35,18135,66.716,334.172,
36,18668,69.587,330.908,
37,19199,63.830,335.773,
38,19733,67.315,328.185,
39,20263,72.621,328.758,
40,20797,64.148,338.485,
41,21327,69.862,332.205,
42,21861,64.346,334.909,
43,22391,72.989,326.321,
44,22923,69.364,341.199,
45,23452,73.552,331.634,
46,23987,65.936,336.351,
47,24518,63.078,334.279,
48,25067,66.862,337.333,
49,25598,68.271,222.246,
50,26131,70.231,141.455,
51,26668,66.713,141.227,
52,27200,67.570,148.593,
53,27732,66.828,140.145,
muestra,t,M 5A,DUT 30A,
2,538,68.546,138.823,
3,1071,69.146,219.581,
4,1605,62.769,544.566,
5,2137,68.786,554.001,
6,2669,65.009,531.691,
7,3201,64.872,479.652,
8,3732,71.144,572.557,
9,4264,63.194,540.499,
10,4795,65.799,340.254,
11,5327,63.400,339.929,
12,5859,69.851,346.192,
13,6391,66.237,344.886,
14,6923,69.696,331.990,
15,7457,63.860,333.829,
16,7989,68.042,337.034,
17,8523,69.408,336.591,
18,9059,65.582,334.686,
19,9592,65.576,338.078,
20,10124,64.747,333.851,
21,10658,64.059,336.591,
22,11189,64.473,336.368,
23,11721,64.183,335.155,
24,12255,63.040,337.621,
25,12786,63.091,333.404,
26,13320,65.751,339.662,
27,13851,67.341,333.550,
28,14384,65.374,338.581,
29,14916,66.736,343.652,
30,15449,62.826,350.716,
31,15979,69.544,344.736,
32,16513,66.917,337.207,
33,17044,64.737,340.254,
34,17576,65.307,342.892,
35,18107,65.040,342.071,
36,18640,67.370,342.810,
37,19190,65.873,334.094,
38,19722,67.582,337.659,
39,20254,63.670,337.467,
40,20787,64.075,342.431,
41,21319,64.039,336.996,
42,21851,65.060,341.342,
43,22383,66.020,341.479,
44,22950,63.868,334.808,
45,23480,66.282,333.181,
46,24014,66.062,334.570,
47,24545,65.802,340.378,
48,25079,66.943,342.577,
49,25611,65.628,242.865,
50,26145,68.775,145.694,
51,26677,65.275,147.277,
52,27211,67.082,144.131,
53,27742,66.216,143.210,
muestra,t,M 5A,DUT 30A,
2,555,67.674,142.460,
3,1092,65.961,244.423,
4,1623,63.649,543.474,
5,2155,66.422,552.960,
6,2686,66.948,528.710,
7,3220,64.978,498.594,
8,3750,67.871,568.767,
9,4284,64.891,546.855,
10,4814,67.697,339.430,
11,5347,65.446,340.292,
12,5878,68.046,329.872,
13,6411,66.563,337.909,
14,6943,66.270,334.628,
15,7477,64.773,331.846,
16,8009,65.644,342.980,
17,8542,66.303,341.976,
18,9074,66.430,332.732,
19,9607,66.154,339.012,
20,10139,67.625,326.460,
21,10672,67.340,337.794,
22,11204,66.650,333.297,
23,11741,64.916,341.311,
24,12275,61.319,329.113,
25,12806,66.250,333.657,
26,13339,64.809,351.319,
27,13870,66.189,343.272,
28,14402,63.936,340.340,
29,14933,65.514,343.585,
30,15467,65.352,345.666,
31,15997,63.990,341.809,
32,16532,64.827,335.638,
33,17063,64.873,334.289,
34,17597,62.822,344.151,
35,18128,62.349,341.313,
36,18660,65.942,330.442,
37,19192,63.993,336.001,
38,19724,65.275,331.804,
39,20256,64.560,334.405,
40,20789,65.412,339.796,
41,21321,66.289,331.921,
42,21859,65.554,335.936,
43,22391,63.632,333.579,
44,22924,64.382,333.686,
45,23455,63.943,336.707,
46,23988,63.745,340.254,
47,24520,63.292,338.120,
48,25051,68.242,328.232,
49,25583,65.001,205.693,
50,26116,63.971,145.771,
51,26647,64.610,142.485,
52,27178,65.056,145.289,
53,27712,67.652,142.117,
muestra,t,M 5A,DUT 30A,
2,538,66.455,140.906,
3,1071,64.914,230.230,
4,1603,68.049,537.392,
5,2135,69.065,557.962,
6,2666,62.127,527.303,
7,3198,65.555,489.125,
8,3737,63.299,559.194,
9,4267,65.420,538.658,
10,4809,68.486,344.679,
11,5340,68.206,333.560,
12,5873,65.137,337.794,
13,6405,64.687,348.713,
14,6939,66.276,341.555,
15,7471,62.978,344.764,
16,8039,65.730,333.626,
17,8571,67.685,336.340,
18,9104,67.221,335.435,
19,9636,65.144,331.686,
20,10169,62.549,326.655,
21,10703,62.980,339.653,
22,11237,64.027,339.203,
23,11768,67.984,343.877,
24,12299,64.277,342.734,
25,12832,66.550,327.987,
26,13362,68.913,346.216,
27,13899,65.684,340.502,
28,14432,65.347,337.794,
29,14962,66.033,333.005,
30,15495,65.088,338.830,
31,16027,68.066,334.512,
32,16560,65.183,339.700,
33,17093,66.075,330.614,
34,17625,63.696,329.222,
35,18159,63.168,331.592,
36,18690,65.142,343.357,
37,19222,65.326,341.479,
38,19756,64.962,342.620,
39,20288,64.556,328.729,
40,20822,64.287,335.683,
41,21354,64.130,340.767,
42,21888,66.491,340.721,
43,22419,63.766,326.569,
44,22952,63.989,353.350,
45,23483,64.234,336.427,
46,24020,66.105,334.282,
47,24552,65.585,339.939,
48,25084,65.119,336.514,
49,25618,65.683,218.367,
50,26150,63.075,145.525,
51,26683,65.621,144.333,
52,27215,65.781,145.659,
53,27746,64.511,146.636,
muestra,t,M 5A,DUT 30A,
2,538,64.691,141.615,
3,1070,65.171,217.562,
4,1601,63.331,547.270,
5,2133,66.060,563.393,
6,2665,66.346,533.428,
7,3197,68.705,510.715,
8,3730,66.462,551.510,
9,4261,64.900,547.277,
10,4794,66.875,337.169,
11,5326,66.193,330.471,
12,5857,63.933,336.745,
13,6393,65.829,338.475,
14,6927,64.798,332.644,
15,7459,62.047,330.213,
16,7992,65.228,347.259,
17,8522,67.692,336.175,
18,9064,64.052,340.407,
19,9601,64.291,347.557,
20,10134,69.598,326.102,
21,10666,63.403,346.775,
22,11199,64.828,345.291,
23,11730,71.178,331.089,
24,12263,70.121,332.165,
25,12795,67.701,334.890,
26,13327,68.496,328.569,
27,13859,68.637,332.800,
28,14391,64.289,340.808,
29,14922,69.411,329.143,
30,15456,68.562,337.948,
31,15985,63.358,334.613,
32,16525,64.079,340.120,
33,17058,61.718,336.466,
34,17589,63.140,335.045,
35,18122,72.322,334.589,
36,18655,64.595,331.618,
37,19187,67.458,330.932,
38,19718,65.196,338.178,
39,20251,71.992,322.429,
40,20782,64.522,346.154,
41,21349,65.534,334.201,
42,21880,66.931,333.926,
43,22412,66.904,339.056,
44,22943,70.384,322.469,
45,23475,66.924,335.235,
46,24006,67.651,336.678,
47,24538,66.017,330.297,
48,25069,66.126,332.380,
49,25603,66.788,233.371,
50,26133,66.398,141.661,
51,26671,67.265,142.756,
52,27204,66.083,142.573,
53,27736,65.934,137.699,
muestra,t,M 5A,DUT 30A,
2,539,67.882,137.228,
3,1071,65.750,233.274,
4,1602,66.879,543.452,
5,2135,64.195,555.635,
6,2666,64.299,530.651,
7,3198,64.571,498.034,
8,3729,64.652,573.467,
9,4261,65.652,533.403,
10,4793,66.122,330.579,
11,5325,65.220,338.188,
12,5858,66.987,338.690,
13,6390,63.395,348.369,
14,6923,64.771,340.054,
15,7455,65.970,330.373,
16,7987,65.466,341.024,
17,8518,65.370,341.580,
18,9056,66.567,333.179,
19,9588,63.048,331.452,
20,10119,65.544,338.475,
21,10652,66.314,349.801,
22,11184,66.775,343.388,
23,11717,64.060,337.073,
24,12249,64.859,326.457,
25,12781,64.678,320.529,
26,13311,64.220,334.623,
27,13859,66.682,337.219,
28,14391,66.336,331.992,
29,14922,66.721,342.113,
30,15454,68.992,326.903,
31,15986,64.087,334.526,
32,16518,67.576,336.668,
33,17052,66.015,339.318,
34,17583,67.798,335.422,
35,18115,70.509,339.794,
36,18647,63.979,335.532,
37,19183,65.806,340.397,
38,19716,65.910,339.158,
39,20249,63.555,336.136,
40,20784,64.207,344.565,
41,21317,65.226,333.072,
42,21849,70.152,338.681,
43,22382,66.225,334.211,
44,22915,65.097,341.726,
45,23447,66.399,339.987,
46,23979,65.169,339.213,
47,24512,65.516,335.103,
48,25042,68.907,335.322,
49,25576,65.765,240.892,
50,26107,67.517,143.255,
51,26639,68.248,143.278,
52,27171,68.037,142.983,
53,27703,67.839,136.139,
muestra,t,M 5A,DUT 30A,
2,539,66.120,140.538,
3,1076,65.890,208.638,
4,1606,62.632,543.820,
5,2140,62.954,549.974,
6,2669,65.517,534.895,
7,3203,62.299,504.617,
8,3732,65.373,578.292,
9,4267,65.323,517.030,
10,4797,67.662,343.708,
11,5331,66.953,329.428,
12,5862,67.448,341.168,
13,6426,62.885,338.293,
14,6958,67.307,338.451,
15,7491,68.378,343.585,
16,8023,66.672,342.350,
17,8556,65.347,337.583,
18,9089,67.607,337.158,
19,9620,64.041,334.769,
20,10151,67.553,333.394,
21,10684,73.399,332.644,
22,11216,68.002,334.759,
23,11754,65.522,338.389,
24,12286,68.690,332.089,
25,12819,68.076,334.677,
26,13351,60.900,340.607,
27,13883,65.118,340.158,
28,14416,67.362,339.950,
29,14947,67.869,331.517,
30,15480,63.657,344.950,
31,16011,72.841,315.815,
32,16543,65.419,336.870,
33,17075,62.177,339.987,
34,17607,63.275,334.832,
35,18150,62.459,337.082,
36,18689,63.278,340.834,
37,19222,67.855,325.533,
38,19753,64.297,335.732,
39,20286,65.881,325.395,
40,20817,65.192,345.591,
41,21349,63.382,336.967,
42,21886,63.268,339.844,
43,22418,65.005,339.423,
44,22950,63.103,344.359,
45,23482,67.511,332.927,
46,24016,66.359,336.543,
47,24547,62.352,342.987,
48,25080,67.846,337.525,
49,25611,65.111,216.830,
50,26144,66.235,143.911,
51,26675,69.429,141.684,
52,27206,65.482,142.165,
53,27738,63.041,138.753,
muestra,t,M 5A,DUT 30A,
2,538,66.674,140.995,
3,1072,70.936,211.071,
4,1602,66.727,547.585,
5,2134,65.308,558.876,
6,2666,65.300,522.027,
7,3199,63.974,507.975,
8,3731,66.056,574.910,
9,4268,68.072,521.604,
10,4800,70.297,330.952,
11,5332,67.976,327.898,
12,5864,69.859,327.299,
13,6395,66.528,341.292,
14,6928,68.267,334.017,
15,7458,68.119,341.999,
16,7991,63.014,353.969,
17,8522,65.140,336.957,
18,9055,66.800,332.878,
19,9587,63.676,346.978,
20,10119,67.685,334.250,
21,10651,63.426,343.595,
22,11183,65.507,340.273,
23,11715,67.287,336.350,
24,12247,68.159,337.196,
25,12778,64.473,334.049,
26,13312,64.323,346.494,
27,13844,62.199,336.263,
28,14393,65.602,333.503,
29,14925,64.006,341.056,
30,15456,65.118,334.512,
31,15989,65.730,343.025,
32,16520,67.344,341.380,
33,17051,65.637,341.065,
34,17584,64.173,337.688,
35,18116,64.289,352.973,
36,18647,69.592,329.172,
37,19258,70.388,332.299,
38,19802,72.294,332.751,
39,20334,67.506,332.026,
40,20865,70.267,332.693,
41,21398,69.021,342.645,
42,21930,66.288,332.634,
43,22463,68.832,336.504,
44,22994,69.898,332.585,
45,23528,68.614,338.092,
46,24061,68.164,333.296,
47,24598,68.486,333.727,
48,25132,67.960,338.308,
49,25663,68.479,179.779,
50,26196,67.024,141.202,
51,26727,66.952,144.525,
52,27260,67.868,143.888,
muestra,t,M 5A,DUT 30A,
2,539,64.319,143.617,
3,1069,70.483,222.036,
4,1603,69.730,541.045,
5,2135,64.737,561.832,
6,2670,71.608,532.304,
7,3201,60.689,492.550,
8,3735,65.330,568.776,
9,4268,63.681,548.686,
10,4801,68.076,337.361,
11,5332,65.958,334.166,
12,5863,63.094,345.642,
13,6395,65.794,340.148,
14,6928,67.842,336.331,
15,7464,65.557,333.581,
16,7996,67.481,333.454,
17,8528,66.685,338.811,
18,9062,71.300,323.925,
19,9593,64.902,338.989,
20,10126,69.337,329.291,
21,10658,68.781,338.945,
22,11192,67.166,340.530,
23,11723,65.096,332.408,
24,12255,64.508,343.376,
25,12786,68.517,333.054,
26,13318,67.230,353.544,
27,13850,65.272,332.371,
28,14383,67.265,342.493,
29,14915,66.776,331.216,
30,15447,67.029,343.764,
31,15980,68.161,343.188,
32,16512,64.986,340.005,
33,17044,64.989,338.993,
34,17582,71.420,325.624,
35,18116,66.734,340.178,
36,18647,65.626,337.392,
37,19180,63.992,333.978,
38,19711,63.744,340.062,
39,20244,63.697,337.082,
40,20776,66.460,334.545,
41,21309,65.282,334.861,
42,21841,68.993,331.030,
43,22374,63.752,331.638,
44,22905,67.447,328.747,
45,23450,68.909,330.406,
46,24003,63.938,342.914,
47,24540,66.308,337.296,
48,25072,64.966,333.435,
49,25603,68.513,224.999,
50,26136,67.513,145.213,
51,26668,65.738,144.114,
52,27201,66.557,144.451,
53,27737,69.740,140.603,
muestra,t,M 5A,DUT 30A,
2,541,66.186,137.310,
3,1073,65.278,225.499,
4,1606,64.244,537.916,
5,2138,66.758,552.570,
6,2671,68.197,530.173,
7,3202,71.105,476.754,
8,3735,64.625,578.725,
9,4265,66.879,538.949,
10,4834,68.360,332.849,
11,5365,65.877,326.311,
12,5899,68.892,341.111,
13,6430,66.809,331.310,
14,6963,66.494,339.382,
15,7493,67.426,328.420,
16,8027,64.384,346.997,
17,8558,65.680,334.279,
18,9093,65.032,341.710,
19,9623,70.259,337.286,
20,10162,65.485,333.384,
21,10693,65.471,330.031,
22,11224,63.608,339.088,
23,11757,68.687,330.648,
24,12289,64.986,333.667,
25,12822,66.182,338.835,
26,13354,65.277,336.745,
27,13886,66.924,338.355,
28,14418,66.384,338.216,
29,14950,65.307,341.228,
30,15482,63.929,330.481,
31,16015,67.628,336.591,
32,16546,66.079,330.140,
33,17078,65.836,336.088,
34,17609,65.979,326.732,
35,18141,67.679,343.272,
36,18672,65.265,337.546,
37,19205,63.489,338.466,
38,19736,66.824,336.330,
39,20274,68.497,328.718,
40,20805,67.299,352.094,
41,21340,65.257,327.442,
42,21869,67.954,330.927,
43,22404,67.432,328.788,
44,22934,65.256,336.204,
45,23467,71.605,330.962,
46,23998,63.966,336.803,
47,24549,65.376,338.835,
48,25092,65.004,335.635,
49,25635,66.348,225.663,
50,26177,66.697,141.476,
51,26717,67.431,145.123,
52,27248,67.602,138.627,
53,27783,66.896,141.410,
muestra,t,M 5A,DUT 30A,
2,538,66.202,140.391,
3,1068,69.991,222.050,
4,1602,73.125,543.584,
5,2138,62.665,556.968,
6,2670,66.875,524.726,
7,3202,66.812,490.735,
8,3734,70.857,560.783,
9,4266,66.247,534.451,
10,4798,65.437,329.143,
11,5329,65.522,325.545,
12,5860,66.937,354.729,
13,6392,67.648,338.490,
14,6925,68.434,336.176,
15,7456,66.198,335.885,
16,7989,67.701,346.018,
17,8521,66.345,343.309,
18,9053,66.420,339.021,
19,9587,65.629,328.985,
20,10118,67.729,336.755,
21,10651,68.237,328.718,
22,11183,64.251,343.321,
23,11715,66.866,338.874,
24,12248,65.547,337.640,
25,12798,69.428,333.942,
26,13332,70.581,339.595,
27,13863,66.490,333.092,
28,14396,65.177,334.890,
29,14927,68.958,322.952,
30,15459,66.436,337.951,
31,15990,65.317,339.356,
32,16522,66.898,334.977,
33,17054,64.649,337.034,
34,17620,66.333,332.419,
35,18151,65.472,346.473,
36,18684,67.143,334.492,
37,19215,68.480,335.264,
38,19746,66.143,330.839,
39,20279,66.034,343.869,
40,20812,65.728,334.706,
41,21343,66.421,343.219,
42,21877,66.605,338.744,
43,22408,65.525,339.442,
44,22946,67.154,354.903,
45,23480,70.097,330.722,
46,24011,70.230,331.833,
47,24545,66.033,337.523,
48,25077,68.375,337.871,
49,25609,69.238,184.344,
50,26141,66.567,143.278,
51,26673,69.655,141.730,
52,27206,65.301,143.572,
53,27739,65.803,139.079,
muestra,t,M 5A,DUT 30A,
2,539,68.878,139.630,
3,1070,64.283,226.679,
4,1603,68.563,538.224,
5,2134,65.668,566.042,
6,2668,63.222,532.687,
7,3200,67.446,503.735,
8,3734,67.746,574.408,
9,4265,71.603,523.523,
10,4797,64.905,339.031,
11,5333,64.702,333.705,
12,5868,64.178,342.019,
13,6400,64.498,338.805,
14,6934,70.020,334.440,
15,7465,64.473,340.101,
16,7999,67.200,340.596,
17,8531,64.647,331.540,
18,9064,61.993,338.351,
19,9596,69.485,332.165,
20,10128,64.082,334.541,
21,10660,65.785,345.375,
22,11192,62.688,336.147,
23,11724,69.273,335.248,
24,12255,64.713,343.262,
25,12787,66.543,331.755,
26,13318,65.390,334.292,
27,13850,63.555,340.502,
28,14382,66.383,334.992,
29,14915,65.314,340.121,
30,15452,63.804,340.845,
31,15985,64.844,338.619,
32,16516,62.216,340.930,
33,17049,66.471,340.378,
34,17580,65.803,334.279,
35,18114,69.858,338.404,
36,18645,70.436,327.885,
37,19176,69.537,333.900,
38,19709,67.299,343.925,
39,20242,67.120,343.737,
40,20775,67.458,336.234,
41,21308,64.078,337.427,
42,21839,67.982,340.579,
43,22372,66.875,330.481,
44,22904,64.515,337.169,
45,23436,69.748,337.323,
46,23968,62.941,341.568,
47,24499,63.538,337.409,
48,25032,68.857,340.302,
49,25568,69.926,192.659,
50,26099,68.798,141.455,
51,26631,67.432,141.958,
52,27163,68.376,140.880,
53,27695,65.453,139.723,
muestra,t,M 5A,DUT 30A,
2,539,67.159,137.688,
3,1069,63.181,225.832,
4,1601,63.632,549.820,
5,2132,65.409,566.288,
6,2698,66.391,521.741,
7,3230,67.431,487.849,
8,3764,65.297,577.147,
9,4296,65.079,524.619,
10,4829,65.840,334.517,
11,5361,64.912,330.991,
12,5895,65.773,340.786,
13,6426,64.814,338.667,
14,6959,66.462,335.335,
15,7490,66.085,334.613,
16,8026,66.250,341.682,
17,8559,64.457,332.185,
18,9090,67.301,336.851,
19,9623,65.744,329.074,
20,10154,67.666,336.244,
21,10687,62.901,350.320,
22,11218,66.288,336.186,
23,11751,64.980,338.677,
24,12281,66.282,332.428,
25,12816,67.038,337.081,
26,13347,64.672,340.082,
27,13880,67.778,339.845,
28,14412,63.194,335.180,
29,14944,67.908,333.083,
30,15477,68.925,331.030,
31,16010,62.576,341.602,
32,16542,63.238,337.784,
33,17075,64.965,330.075,
34,17606,63.220,334.953,
35,18144,64.463,344.010,
36,18677,62.230,323.579,
37,19210,66.011,344.987,
38,19741,65.089,335.089,
39,20273,63.948,336.678,
40,20805,64.672,338.427,
41,21336,63.606,341.456,
42,21873,64.677,336.803,
43,22403,64.266,335.316,
44,22934,64.057,327.957,
45,23466,66.689,336.851,
46,23998,64.699,339.595,
47,24529,65.859,339.296,
48,25061,64.972,336.514,
49,25593,66.002,252.495,
50,26124,67.763,144.316,
51,26657,66.642,140.048,
52,27187,66.890,137.923,
53,27720,69.882,137.334,
muestra,t,M 5A,DUT 30A,
2,539,63.643,141.479,
3,1071,65.249,231.929,
4,1604,66.734,549.985,
5,2137,61.088,565.618,
6,2669,63.221,524.500,
7,3202,64.510,498.027,
8,3734,64.324,570.161,
9,4267,66.765,542.745,
10,4798,64.633,339.251,
11,5331,63.940,334.366,
12,5862,64.203,346.117,
13,6395,66.368,336.263,
14,6926,66.038,336.060,
15,7459,64.642,336.610,
16,7990,64.832,328.748,
17,8524,65.087,338.983,
18,9055,64.989,332.858,
19,9589,65.617,337.551,
20,10119,65.442,328.846,
21,10669,66.373,338.629,
22,11202,64.890,336.311,
23,11735,65.131,334.812,
24,12268,64.503,334.706,
25,12799,68.236,329.804,
26,13331,66.303,335.254,
27,13862,64.762,336.049,
28,14395,65.540,333.647,
29,14928,67.709,336.793,
30,15495,65.169,321.270,
31,16026,64.245,341.650,
32,16559,66.874,329.745,
33,17090,64.055,333.034,
34,17624,65.111,334.953,
35,18155,65.041,333.277,
36,18689,66.055,339.662,
37,19220,65.700,336.842,
38,19753,64.631,335.118,
39,20283,64.984,325.115,
40,20821,66.189,344.596,
41,21352,62.995,340.359,
42,21884,64.613,332.320,
43,22415,63.929,336.320,
44,22947,66.274,353.525,
45,23479,63.671,341.957,
46,24012,66.623,344.189,
47,24545,65.751,345.008,
48,25078,62.303,333.978,
49,25609,63.586,238.845,
50,26140,65.225,143.933,
51,26674,64.978,142.802,
52,27206,68.841,142.870,
53,27738,66.693,143.051,
muestra,t,M 5A,DUT 30A,
2,539,65.784,140.603,
3,1071,66.984,209.864,
4,1604,68.050,554.621,
5,2137,64.747,556.088,
6,2674,64.380,531.956,
7,3205,63.650,484.472,
8,3739,63.671,575.717,
9,4270,67.439,536.584,
10,4803,63.369,339.050,
11,5334,64.051,326.124,
12,5866,65.415,355.901,
13,6396,64.971,342.579,
14,6929,65.496,339.919,
15,7460,65.214,344.435,
16,7992,63.128,347.632,
17,8524,63.813,337.381,
18,9056,64.034,340.311,
19,9587,63.155,340.902,
20,10121,66.173,339.299,
21,10653,66.459,341.568,
22,11186,64.342,334.982,
23,11717,64.613,338.418,
24,12250,64.049,332.907,
25,12781,62.716,338.063,
26,13319,64.241,344.360,
27,13852,65.592,342.109,
28,14384,65.511,333.893,
29,14916,65.478,330.491,
30,15448,68.053,325.994,
31,15979,63.639,339.478,
32,16512,62.978,338.609,
33,17043,62.332,340.072,
34,17575,65.319,334.837,
35,18105,65.737,349.415,
36,18640,64.400,333.092,
37,19171,65.460,341.475,
38,19704,65.732,325.813,
39,20235,64.764,337.681,
40,20767,66.401,351.014,
41,21300,64.713,339.363,
42,21832,65.805,338.351,
43,22364,64.946,332.408,
44,22896,63.295,336.822,
45,23433,66.356,336.243,
46,23964,64.891,334.143,
47,24498,63.823,331.762,
48,25029,63.376,336.292,
49,25562,66.229,244.299,
50,26093,66.703,139.677,
51,26625,66.475,145.736,
52,27157,67.081,143.866,
53,27690,66.622,142.733,
muestra,t,M 5A,DUT 30A,
2,574,65.407,139.451,
3,1105,65.883,246.367,
4,1638,66.544,546.071,
5,2169,66.044,556.911,
6,2703,64.559,527.352,
7,3239,64.488,504.230,
8,3770,64.686,578.057,
9,4302,64.851,509.022,
10,4835,64.189,337.967,
11,5364,64.589,338.849,
